id,part_id,sample_price,workstation_type,effective_date,active,comments,created_at,updated_at
,349,0.5,table,2026-04-01,1,,"2026-04-09 20:05:00",
,350,0.5,table,2026-04-01,1,,"2026-04-09 20:05:00",
,351,0.5,table,2026-04-01,1,,"2026-04-09 20:05:00",
,352,0.5,table,2026-04-01,1,,"2026-04-09 20:05:00",
,353,0.5,table,2026-04-01,1,,"2026-04-09 20:05:00",
,354,0.5,table,2026-04-01,1,,"2026-04-09 20:05:00",
,355,0.5,table,2026-04-01,1,,"2026-04-09 20:05:00",
,356,0.5,table,2026-04-01,1,,"2026-04-09 20:05:00",
,357,0.5,table,2026-04-01,1,,"2026-04-09 20:05:00",
,358,0.5,table,2026-04-01,1,,"2026-04-09 20:05:00",
,359,0.5,table,2026-04-01,1,,"2026-04-09 20:05:00",
,360,0.5,table,2026-04-01,1,,"2026-04-09 20:05:00",
,361,0.5,table,2026-04-01,1,,"2026-04-09 20:05:00",
,362,0.5,table,2026-04-01,1,,"2026-04-09 20:05:00",
,363,0.5,table,2026-04-01,1,,"2026-04-09 20:05:00",
,364,0.5,table,2026-04-01,1,,"2026-04-09 20:05:00",
,365,0.5,table,2026-04-01,1,,"2026-04-09 20:05:00",
,366,0.5,table,2026-04-01,1,,"2026-04-09 20:05:00",
,367,0.5,table,2026-04-01,1,,"2026-04-09 20:05:00",
,368,0.5,table,2026-04-01,1,,"2026-04-09 20:05:00",
,369,0.5,table,2026-04-01,1,,"2026-04-09 20:05:00",
,370,0.5,table,2026-04-01,1,,"2026-04-09 20:05:00",
,371,0.5,table,2026-04-01,1,,"2026-04-09 20:05:00",
,372,0.5,table,2026-04-01,1,,"2026-04-09 20:05:00",
,373,0.5,table,2026-04-01,1,,"2026-04-09 20:05:00",
,374,0.5,table,2026-04-01,1,,"2026-04-09 20:05:00",
,375,0.5,table,2026-04-01,1,,"2026-04-09 20:05:00",
,376,0.5,table,2026-04-01,1,,"2026-04-09 20:05:00",
,377,0.5,table,2026-04-01,1,,"2026-04-09 20:05:00",
,378,0.5,table,2026-04-01,1,,"2026-04-09 20:05:00",
,379,0.5,table,2026-04-01,1,,"2026-04-09 20:05:00",
,380,0.5,table,2026-04-01,1,,"2026-04-09 20:05:00",
,381,0.5,table,2026-04-01,1,,"2026-04-09 20:05:00",
